ID,conforto,conforto_n
420,"Acionamento remoto do motor, Ajuste de apoio lombar para o motorista, Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Apoio de braço central no banco traseiro, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assist. de estacionamento semiautom., Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco do motorista com aquecimento, Banco do motorista com memórias, Banco do motorista com ventilação, Banco do passageiro com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Capô sustentado por mola a gás, Chave presencial, Comando interno da tampa do tanque, Controle automático de velocidade, Controle de largada, Controle de velocidade adaptativo, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Controle eletrônico de amortecimento, Destravamento remoto do porta-malas, Direção assistida, Extensão frontal do assento do motorista, Faróis com acendimento automático, Freio de estacionamento elétrico, Limitador de velocidade, Limpador de para-brisa automático, Luz de teto traseira, Luz no porta-luvas, Luz no porta-malas, Porta-luvas climatizado, Portas com fechamento assistido, Recuperação de energia cinética, Retrovisor externo com aquecimento, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Rodas de liga leve, Saída de ar para o banco traseiro, Sistema start-stop, Suspensão pneumática, Tampa traseira motorizada, Teto panorâmico, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 4",57
421,"Acionamento remoto do motor, Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Apoio de braço central no banco traseiro, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assist. de estacionamento semiautom., Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco do motorista com aquecimento, Banco do motorista com massageador, Banco do motorista com memórias, Banco do motorista com ventilação, Banco do passageiro com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Capô sustentado por mola a gás, Chave presencial, Coluna de direção com ajuste elétrico, Comando interno da tampa do tanque, Controle automático de velocidade, Controle de largada, Controle de velocidade adaptativo, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Controle eletrônico de amortecimento, Destravamento remoto do porta-malas, Direção assistida, Extensão frontal do assento do motorista, Faróis com acendimento automático, Freio de estacionamento elétrico, Grade dianteira ativa, Limitador de velocidade, Limpador de para-brisa automático, Luz de teto traseira, Luz no porta-luvas, Luz no porta-malas, Porta-luvas climatizado, Portas com fechamento assistido, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Saída de ar para o banco traseiro, Sistema start-stop, Suspensão pneumática, Tampa traseira motorizada, Teto panorâmico, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 4",59
422,"Acionamento remoto do motor, Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Apoio de braço central no banco traseiro, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assist. de estacionamento semiautom., Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco do motorista com aquecimento, Banco do motorista com massageador, Banco do motorista com memórias, Banco do motorista com ventilação, Banco do passageiro com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Capô sustentado por mola a gás, Chave presencial, Coluna de direção com ajuste elétrico, Comando interno da tampa do tanque, Controle automático de velocidade, Controle de largada, Controle de velocidade adaptativo, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Controle eletrônico de amortecimento, Destravamento remoto do porta-malas, Direção assistida, Extensão frontal do assento do motorista, Faróis com acendimento automático, Freio de estacionamento elétrico, Grade dianteira ativa, Limitador de velocidade, Limpador de para-brisa automático, Luz de teto traseira, Luz no porta-luvas, Luz no porta-malas, Porta-luvas climatizado, Portas com fechamento assistido, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Saída de ar para o banco traseiro, Sistema start-stop, Suspensão pneumática, Tampa traseira motorizada, Teto panorâmico, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 4",59
423,"Ajuste de apoio lombar para o motorista, Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assist. de estacionamento semiautom., Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco do motorista com memórias, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de velocidade adaptativo, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Controle eletrônico de amortecimento, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limitador de velocidade, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Saída de ar para o banco traseiro, Sistema start-stop, Tampa traseira motorizada, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 3",44
424,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assist. de estacionamento semiautom., Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco do motorista com memórias, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de velocidade adaptativo, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Controle eletrônico de amortecimento, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limitador de velocidade, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Sistema start-stop, Tampa traseira motorizada, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 3",41
425,"Acionamento remoto do motor, Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assist. de estacionamento semiautom., Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco do motorista com memórias, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de largada, Controle de velocidade adaptativo, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Controle eletrônico de amortecimento, Destravamento através de aplicativo, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limitador de velocidade, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Sistema start-stop, Tampa traseira motorizada, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 3",44
426,"Acionamento remoto do motor, Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assistente de estacionamento semiautomático, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco do motorista com memórias de ajuste, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de largada, Controle de velocidade adaptativo, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limitador de velocidade, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Sistema start-stop, Troca de marchas no volante, Zonas de ar-condicionado: 2",38
427,"Acionamento remoto do motor, Ajuste de apoio lombar para o motorista, Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Apoio de braço central no banco traseiro, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assist. de estacionamento semiautom., Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco do motorista com memórias, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de velocidade adaptativo, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Destravamento através de aplicativo, Direção assistida, Extensão do assento do motorista, Faróis com acendimento automático, Freio de estacionamento elétrico, Limitador de velocidade, Limpador de para-brisa automático, Luz de teto traseira, Luz no porta-luvas, Luz no porta-malas, Porta-luvas climatizado, Recuperação de energia cinética, Retrovisor externo fotocrômico, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Saída de ar para o banco traseiro, Sistema start-stop, Tampa traseira motorizada, Teto panorâmico, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 2",51
428,"Acionamento remoto do motor, Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assistente de estacionamento semiautomático, Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco do motorista com memórias de ajuste, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de velocidade adaptativo, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Controle eletrônico de amortecimento, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Porta-luvas climatizado, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Rodas de liga leve, Sistema start-stop, Suspensão pneumática, Teto panorâmico, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 4",42
429,"Acionamento remoto do motor, Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assist. de estacionamento semiautom., Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco do motorista com memórias, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de velocidade adaptativo, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Controle eletrônico de amortecimento, Destravamento através de aplicativo, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Porta-luvas climatizado, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Rodas de liga leve, Saída de ar para o banco traseiro, Sistema start-stop, Suspensão pneumática, Tampa traseira motorizada, Teto panorâmico, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 4",45
430,"Acionamento remoto do motor, Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assist. de estacionamento semiautom., Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno do porta-malas, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisores rebativeis eletricamente, Rodas de liga leve, Teto solar elétrico, Zonas de ar-condicionado: 1",30
431,"Acionamento remoto do motor, Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assist. de estacionamento semiautom., Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco do motorista com memórias, Banco do motorista com ventilação, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de largada, Controle de velocidade adaptativo, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Controle eletrônico de amortecimento, Destravamento através de aplicativo, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limitador de velocidade, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Rodas de liga leve, Sistema start-stop, Tampa traseira motorizada, Troca de marchas no volante, Zonas de ar-condicionado: 4",43
432,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assist. de estacionamento semiautom., Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco do motorista com memórias, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Sistema start-stop, Tampa traseira motorizada, Teto panorâmico, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 2",38
433,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assist. de estacionamento semiautom., Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco do motorista com memórias, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Sistema start-stop, Tampa traseira motorizada, Teto panorâmico, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 2",38
434,"Acionamento remoto do motor, Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Apoio de braço central no banco traseiro, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assist. de estacionamento semiautom., Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco do motorista com memórias, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Capô sustentado por mola a gás, Chave presencial, Comando interno da tampa do tanque, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Destravamento remoto do porta-malas, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz de teto traseira, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Saída de ar para o banco traseiro, Sistema start-stop, Tampa traseira motorizada, Teto panorâmico, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 2",44
435,"Acionamento remoto do motor, Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assist. de estacionamento semiautom., Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco do motorista com memórias, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Saída de ar para o banco traseiro, Sistema start-stop, Tampa traseira motorizada, Teto panorâmico, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 2",41
436,"Acionamento remoto do motor, Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assist. de estacionamento semiautom., Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco do motorista com memórias, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Sistema start-stop, Tampa traseira motorizada, Teto panorâmico, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 2",39
437,"Acionamento remoto do motor, Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assist. de estacionamento semiautom., Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Saída de ar para o banco traseiro, Sistema start-stop, Tampa traseira motorizada, Troca de marchas no volante, Zonas de ar-condicionado: 2",37
438,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assist. de estacionamento semiautom., Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Sistema start-stop, Tampa traseira motorizada, Troca de marchas no volante, Zonas de ar-condicionado: 2",34
439,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assist. de estacionamento semiautom., Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Sistema start-stop, Troca de marchas no volante, Zonas de ar-condicionado: 2",31
440,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Apoio de braço central no banco traseiro, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assist. de estacionamento semiautom., Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de velocidade adaptativo, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Controle eletrônico de amortecimento, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limitador de velocidade, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Saída de ar para o banco traseiro, Sistema start-stop, Tampa traseira motorizada, Teto panorâmico, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 3",44
441,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assist. de estacionamento semiautom., Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de velocidade adaptativo, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Controle eletrônico de amortecimento, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limitador de velocidade, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Sistema start-stop, Tampa traseira motorizada, Teto panorâmico, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 3",41
442,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Apoio de braço central no banco traseiro, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assist. de estacionamento semiautom., Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de velocidade adaptativo, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Controle eletrônico de amortecimento, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limitador de velocidade, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Saída de ar para o banco traseiro, Sistema start-stop, Tampa traseira motorizada, Teto panorâmico, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 3",44
443,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Apoio de braço central no banco traseiro, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assist. de estacionamento semiautom., Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de velocidade adaptativo, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Controle eletrônico de amortecimento, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limitador de velocidade, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Saída de ar para o banco traseiro, Sistema start-stop, Tampa traseira motorizada, Teto panorâmico, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 3",44
444,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assist. de estacionamento semiautom., Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de velocidade adaptativo, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Controle eletrônico de amortecimento, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limitador de velocidade, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Sistema start-stop, Tampa traseira motorizada, Teto panorâmico, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 3",41
445,"Acionamento remoto do motor, Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Apoio de braço central no banco traseiro, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assist. de estacionamento semiautom., Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco do motorista com memórias, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de largada, Controle de velocidade adaptativo, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Controle eletrônico de amortecimento, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Saída de ar para o banco traseiro, Sistema start-stop, Tampa traseira motorizada, Teto panorâmico, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 3",46
