ID,Marca:,Modelo Base:,Versão:,Ano:,Combustível:,Propulsão:,Configuração:,Garantia:,Lugares:,Portas:,Porte:,Procedência:,Valor FIPE:,Alimentação:,Aspiração:,cilindros,tipo_cilindro,Comando de Válvulas:,Disposição:,Instalação:,Razão de Compressão:,Válvulas por Cilindro:,Variação do Comando:,Acoplamento:,Câmbio:,Quantidade de Marchas:,Tração:,Pneus Dianteiros:,Pneus Traseiros:,Freios Dianteiros:,Freios Traseiros:,Suspensão Dianteira:,Elemento Elástico da Suspensão:,Suspensão Traseira:,Assistência de Direção:,Coeficiente de Arrasto:,url,id,Plataforma:,Código do Câmbio:,Acionamento do Comando:,Observações:,Código do Motor:,Geração:,Série:,Tuchos:,Pneu Estepe:,Capacidade de Bateria:,Potência de recarga:,Viscosidade do óleo:,valor_data
549,Bmw,430i Cabriolet,430i Cabriolet Sport 2.0 Turbo,2017,Gasolina,Combustão,Conversível,2 anos,4,2,Médio,Importado,R$ 219.625 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,2:1",4,Admissão e escape,Conversor de torque,Automático,8,Traseira,245/40 R19,255/35 R19,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,B48B20,1,F33,Hidráulicos,NA,NA,NA,NA,09/2024
550,Bmw,430i Cabriolet,430i Cabriolet Limited Edition 2.0 Turbo,2017,Gasolina,Combustão,Conversível,2 anos,4,2,Médio,Importado,R$ 219.625 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,2:1",4,Admissão e escape,Conversor de torque,Automático,8,Traseira,245/40 R19,245/40 R19,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,B48B20,1,F33,Hidráulicos,NA,NA,NA,NA,09/2024
551,Bmw,750i,750i L 4.4 V8,2016,Gasolina,Combustão,Sedã,2 anos,5,4,Grande,Importado,R$ 393.182 (09/2024),Injeção direta,Turbocompressor,8,em V,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,5:1",4,Admissão e escape,Conversor de torque,Automático,8,Traseira,245/40 R20,245/40 R20,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola pneumática,"Independente, braços sobrepostos",Eletro-hidráulica,"0,26",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,CLAR,ZF 8HP,NA,NA,N63B44TU,6,G12,NA,NA,NA,NA,NA,09/2024
552,Bmw,M6,M6 Gran Coupé 4.4 V8 biturbo,2017,Gasolina,Combustão,Sedã,2 anos,5,4,Grande,Importado,R$ 364.396 (09/2024),Injeção direta,Turbocompressor,8,em V,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Embreagem dupla banhada a óleo,Automatizado,7,Traseira,265/35 R20,295/30 R20,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",Eletro-hidráulica,"0,33",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,M-DKG 436,NA,NA,S63B44TU,NA,F06,NA,NA,NA,NA,NA,09/2024
553,Bmw,X1,X1 sDrive20i X-Line 2.0,2017,Flex,Combustão,SUV,2 anos,5,4,Compacto,Nacional,R$ 127.947 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Transversal,Dianteiro,11:1,4,Admissão e escape,Conversor de torque,Automático,8,Dianteira,225/50 R18,225/50 R18,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,UKL2,Aisin AWF835,NA,NA,B48A20M0,2,F48,Hidráulicos,NA,NA,NA,NA,09/2024
554,Bmw,X3,X3 xDrive20i X-Line 2.0,2017,Gasolina,Combustão,SUV,2 anos,5,4,Médio,Nacional,R$ 136.525 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Integral sob demanda,275/40 R19,275/40 R19,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,33",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N20B20,2,F25,NA,NA,NA,NA,NA,09/2024
555,Bmw,X6,X6 xDrive35i 3.0,2016,Gasolina,Combustão,SUV,2 anos,5,4,Grande,Importado,R$ 224.224 (09/2024),Injeção direta,Turbocompressor,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,2:1",4,Admissão e escape,Conversor de torque,Automático,8,Integral permanente,255/50 R19,255/50 R19,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,34",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N55B30M0,2,F16,Hidráulicos,Kit de reparo e enchimento,NA,NA,NA,09/2024
556,Bmw,135i,135i M 3.0 Turbo,2013,Gasolina,Combustão,Hatch,2 anos,5,4,Médio,Importado,R$ 268.541 (09/2024),Injeção direta,Turbocompressor,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,2:1",4,Admissão e escape,Conversor de torque,Automático,8,Traseira,225/40 R18,245/35 R18,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,33",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N55B30,2,F20,Hidráulicos,NA,NA,NA,NA,09/2024
557,Bmw,220i Active Tourer,220i Active Tourer 2.0 Turbo,2016,Flex,Combustão,Minivan,2 anos,5,4,Médio,Importado,R$ 91.603 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Transversal,Dianteiro,"10,2:1",4,Admissão e escape,Conversor de torque,Automático,8,Dianteira,205/60 R16,205/60 R16,Disco ventilado,Disco sólido,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,28",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,UKL2,Aisin AWF835,NA,NA,B48A20M0,NA,F45,Hidráulicos,NA,NA,NA,NA,09/2024
558,Bmw,235i Coupe,235i Coupe M 3.0 Turbo,2014,Gasolina,Combustão,Cupê,2 anos,4,2,Médio,Importado,R$ 290.353 (09/2024),Injeção direta,Turbocompressor,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,2:1",4,Admissão e escape,Conversor de torque,Automático,8,Traseira,225/40 R18,245/35 R18,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,33",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N55B30O0,1,F22,Hidráulicos,NA,NA,NA,NA,09/2024
559,Bmw,328i,328i M Sport 2.0 Turbo,2015,Flex,Combustão,Sedã,2 anos,5,4,Médio,Importado,R$ 128.563 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Traseira,225/45 R18,225/45 R18,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N20B20,6,F30,NA,NA,NA,NA,NA,09/2024
560,Bmw,420i Cabriolet,420i Cabriolet Sport GP 2.0 Turbo,2015,Gasolina,Combustão,Conversível,2 anos,4,2,Médio,Importado,R$ 194.869 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,11:1,4,Admissão e escape,Conversor de torque,Automático,8,Traseira,225/45 R18,225/45 R18,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N20B20,NA,F33,NA,NA,NA,NA,NA,09/2024
561,Bmw,M2,M2 3.0 Turbo,2018,Gasolina,Combustão,Cupê,2 anos,4,2,Médio,Importado,R$ 335.887 (09/2024),Injeção direta,Turbocompressor,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,2:1",4,Admissão e escape,Embreagem dupla banhada a óleo,Automatizado,7,Traseira,245/35 R19,265/35 R19,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,35",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,N55B30,NA,F87,Hidráulicos,NA,NA,NA,NA,09/2024
562,Bmw,X1,X1 xDrive25i 2.0 Turbo,2016,Gasolina,Combustão,SUV,2 anos,5,4,Compacto,Importado,R$ 127.012 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Transversal,Dianteiro,11:1,4,Admissão e escape,Conversor de torque,Automático,8,Integral sob demanda,225/45 R19,225/45 R19,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,31",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,UKL2,Aisin AWF835,NA,NA,B48A20O0,2,F48,Hidráulicos,NA,NA,NA,NA,09/2024
563,Bmw,X1,X1 sDrive20i 2.0 Turbo,2016,Gasolina,Combustão,SUV,2 anos,5,4,Compacto,Importado,R$ 115.804 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Transversal,Dianteiro,11:1,4,Admissão e escape,Conversor de torque,Automático,8,Dianteira,225/50 R18,225/50 R18,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,UKL2,Aisin AWF835,NA,NA,B48A20M0,2,F48,Hidráulicos,NA,NA,NA,NA,09/2024
564,Bmw,X3,X3 xDrive35i 3.0,2016,Gasolina,Combustão,SUV,2 anos,5,4,Médio,Nacional,R$ 149.624 (09/2024),Injeção direta,Turbocompressor,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,2:1",4,Admissão e escape,Conversor de torque,Automático,8,Integral sob demanda,245/45 R19,275/40 R19,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,35",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N55B30M0,2,F25,Hidráulicos,NA,NA,NA,NA,09/2024
565,Bmw,X3,X3 xDrive20i 2.0,2016,Gasolina,Combustão,SUV,2 anos,5,4,Médio,Nacional,R$ 119.223 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Integral sob demanda,255/45 R18,255/45 R18,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,33",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N20B20,2,F25,NA,NA,NA,NA,NA,09/2024
566,Bmw,X6 M,X6 M 4.4 V8,2016,Gasolina,Combustão,SUV,2 anos,5,4,Grande,Importado,R$ 280.240 (09/2024),Injeção direta,Turbocompressor,8,em V,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Integral permanente,285/40 R20,325/35 R20,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola pneumática,"Independente, multibraço",Eletro-hidráulica,"0,37",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,S63B44,2,F16,Hidráulicos,Kit de reparo e enchimento,NA,NA,NA,09/2024
567,Bmw,120i,120i 2.0 AT,2015,Flex,Combustão,Hatch,2 anos,5,4,Médio,Nacional,R$ 90.490 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,11:1,4,Admissão e escape,Conversor de torque,Automático,8,Traseira,225/50 R17,225/50 R17,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,32",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N20B20,2,F20,NA,NA,NA,NA,NA,09/2024
568,Bmw,125i,125i M Sport 2.0,2015,Flex,Combustão,Hatch,2 anos,5,4,Médio,Importado,R$ 131.266 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,11:1,4,Admissão e escape,Conversor de torque,Automático,8,Traseira,225/40 R18,245/35 R18,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,32",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N20B20,2,F20,NA,NA,NA,NA,NA,09/2024
569,Bmw,320i,320i M Sport 2.0 Turbo,2015,Flex,Combustão,Sedã,2 anos,5,4,Médio,Importado,R$ 206.179 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,11:1,4,Admissão e escape,Conversor de torque,Automático,8,Traseira,225/45 R18,225/45 R18,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,27",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N20B20,6,F30,NA,NA,NA,NA,NA,09/2024
570,Bmw,328i,328i Sport 2.0 Turbo,2015,Flex,Combustão,Sedã,2 anos,5,4,Médio,Importado,R$ 128.563 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Traseira,225/45 R18,225/45 R18,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N20B20,6,F30,NA,NA,NA,NA,NA,09/2024
571,Bmw,428i,428i Sport 2.0 Turbo,2015,Gasolina,Combustão,Sedã,2 anos,5,4,Médio,Importado,R$ 206.179 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Traseira,245/40 R19,245/40 R19,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N20B20,NA,F36,NA,NA,NA,NA,NA,09/2024
572,Bmw,428i,428i M Sport 2.0 Turbo,2015,Gasolina,Combustão,Sedã,2 anos,5,4,Médio,Importado,R$ 206.179 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Traseira,245/40 R19,245/40 R19,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N20B20,NA,F36,NA,NA,NA,NA,NA,09/2024
573,Bmw,750i,750i 4.4 V8,2015,Gasolina,Combustão,Sedã,2 anos,5,4,Grande,Importado,R$ 272.000 (09/2024),Injeção direta,Turbocompressor,8,em V,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Traseira,245/40 R19,275/35 R19,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola pneumática,"Independente, braços sobrepostos",Eletro-hidráulica,"0,28",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N63B44TU,5,F01,NA,NA,NA,NA,NA,09/2024
574,Bmw,I3,I3 REX Full,2015,Eletricidade,Elétrico,Hatch,2 anos,4,4,Compacto,Importado,R$ 122.510 (09/2024),Injeção multiponto,Natural,2,NA,Duplo no cabeçote,Transversal,Traseiro,"10,6:1",4,NA,NA,Automático,1,Traseira,155/60 R20,175/55 R20,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-Hidráulica,"0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,Motor a combustão como gerador,W20K06A,NA,NA,NA,NA,"27,2 kWh",NA,NA,09/2024
575,Bmw,I3,I3 REX,2015,Eletricidade,Elétrico,Hatch,2 anos,4,4,Compacto,Importado,R$ 124.062 (09/2024),Injeção multiponto,Natural,2,NA,Duplo no cabeçote,Transversal,Traseiro,"10,6:1",4,NA,NA,Automático,1,Traseira,155/70 R19,175/65 R19,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-Hidráulica,"0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,Motor a combustão como gerador,W20K06A,NA,NA,NA,NA,"27,2 kWh",NA,NA,09/2024
576,Bmw,I8,I8 1.5 Turbo,2015,Híbrido,Híbrido Plug-in,Cupê,2 anos,4,2,Grande,Importado,R$ 605.366 (09/2024),Injeção direta,Turbocompressor,3,em linha,Duplo no cabeçote,Transversal,Central,"9,5:1",4,Admissão e escape,Conversor de torque,Automático,6,Integral sob demanda,195/50 R20,215/45 R20,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Elétrica,"0,26",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,B38K15T0,NA,NA,NA,NA,"7,1 kWh",NA,NA,09/2024
577,Bmw,M4,M4 3.0 Turbo,2015,Gasolina,Combustão,Cupê,2 anos,4,2,Médio,Importado,R$ 338.346 (09/2024),Injeção direta,Turbocompressor,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,2:1",4,Admissão e escape,Embreagem dupla a seco,Automatizado,7,Traseira,255/40 R18,275/40 R18,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,34",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,S55B30T0,NA,F82,Hidráulicos,NA,NA,NA,NA,09/2024
578,Bmw,M4 Cabriolet,M4 Cabriolet 3.0 Turbo,2015,Gasolina,Combustão,Conversível,2 anos,4,2,Médio,Importado,R$ 353.856 (09/2024),Injeção direta,Turbocompressor,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,2:1",4,Admissão e escape,Embreagem dupla a seco,Automatizado,7,Traseira,255/40 R18,275/40 R18,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,34",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,S55B30T0,NA,F83,Hidráulicos,NA,NA,NA,NA,09/2024
579,Bmw,M6 Coupe,M6 Coupe 4.4 V8 biturbo,2015,Gasolina,Combustão,Cupê,2 anos,4,2,Grande,Importado,R$ 297.612 (09/2024),Injeção direta,Turbocompressor,8,em V,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Embreagem dupla banhada a óleo,Automatizado,7,Traseira,265/35 R20,295/30 R20,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",Eletro-hidráulica,"0,33",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,M-DKG 436,NA,NA,S63B44TU,3,F13,NA,NA,NA,NA,NA,09/2024
580,Bmw,X1,X1 xDrive28i 2.0 Turbo,2015,Flex,Combustão,SUV,2 anos,5,4,Compacto,Nacional,R$ 91.583 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Integral sob demanda,225/50 R18,225/50 R18,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,33",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N20B20,1,E84,NA,NA,NA,NA,NA,09/2024
581,Bmw,X1,X1 sDrive20i 2.0 Turbo,2015,Flex,Combustão,SUV,2 anos,5,4,Compacto,Nacional,R$ 87.352 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Traseira,225/50 R18,225/50 R18,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,33",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N20B20,1,E84,NA,NA,NA,NA,NA,09/2024
582,Bmw,X3,X3 xDrive20i X-Line 2.0,2015,Gasolina,Combustão,SUV,2 anos,5,4,Médio,Importado,R$ 102.096 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Integral sob demanda,255/45 R18,255/45 R18,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,33",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N20B20,2,F25,NA,NA,NA,NA,NA,09/2024
583,Bmw,X4,X4 xDrive35i 3.0,2017,Gasolina,Combustão,SUV,2 anos,5,4,Médio,Importado,R$ 199.801 (09/2024),Injeção direta,Turbocompressor,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,2:1",4,Admissão e escape,Conversor de torque,Automático,8,Integral sob demanda,245/40 R20,275/35 R20,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,34",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N55B30M0,1,F26,Hidráulicos,NA,NA,NA,NA,09/2024
584,Bmw,X4,X4 xDrive28i 2.0,2015,Gasolina,Combustão,SUV,2 anos,5,4,Médio,Importado,R$ 137.231 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Integral sob demanda,245/50 R18,245/50 R18,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,34",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N20B20,1,F26,NA,NA,NA,NA,NA,09/2024
585,Bmw,X5,X5 xDrive35i 3.0,2017,Gasolina,Combustão,SUV,2 anos,5,4,Grande,Importado,R$ 208.693 (09/2024),Injeção direta,Turbocompressor,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,2:1",4,Admissão e escape,Conversor de torque,Automático,8,Integral sob demanda,275/40 R20,315/35 R20,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,31",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N55B30M0,3,F15,Hidráulicos,Kit de reparo e enchimento,NA,NA,NA,09/2024
586,Bmw,X5,X5 xDrive30d 3.0,2015,Diesel,Combustão,SUV,2 anos,5,4,Grande,Importado,R$ 165.999 (09/2024),Injeção direta,Turbocompressor,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"16,5:1",4,NA,Conversor de torque,Automático,8,Integral sob demanda,275/40 R20,315/35 R20,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,31",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,NA,3,F15,Hidráulicos,Kit de reparo e enchimento,NA,NA,NA,09/2024
587,Bmw,X5 M,X5 M50d 3.0,2016,Diesel,Combustão,SUV,2 anos,7,4,Grande,Importado,R$ 245.046 (09/2024),Injeção direta,Turbocompressor,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,16:1,4,NA,Conversor de torque,Automático,8,Integral sob demanda,275/40 R20,315/35 R20,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola pneumática,"Independente, braços sobrepostos",Eletro-hidráulica,"0,35",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N57D30,3,F15,Hidráulicos,Kit de reparo e enchimento,NA,NA,NA,09/2024
588,Bmw,X6,X6 xDrive50i 4.4 V8,2015,Gasolina,Combustão,SUV,2 anos,5,4,Grande,Importado,R$ 234.567 (09/2024),Injeção direta,Turbocompressor,8,em V,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Integral permanente,255/50 R19,255/50 R19,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,32",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N63B44TU,2,F16,Hidráulicos,Kit de reparo e enchimento,NA,NA,NA,09/2024
