,Marca:,Modelo Base:,Versão:,Ano:,Combustível:,Propulsão:,Configuração:,Garantia:,Lugares:,Portas:,Porte:,Procedência:,Valor FIPE:,Alimentação:,Aspiração:,Cilindrada:,Cilindros:,Comando de Válvulas:,Curso do Pistão:,Diâmetro do Cilindro:,Disposição:,Instalação:,Peso-Potência:,Peso-Torque:,Potência Específica:,Potência Máxima:,Razão de Compressão:,Torque Específico:,Torque Máximo:,Válvulas por Cilindro:,Variação do Comando:,Aceleração 0-100 km/h:,Velocidade Máxima:,Consumo Rodoviário (Gasolina):,Consumo Urbano (Gasolina):,Autonomia Rodoviária (Gasolina):,Autonomia Urbana (Gasolina):,Acoplamento:,Câmbio:,Quantidade de Marchas:,Tração:,Altura do Flanco:,Pneus Dianteiros:,Pneus Traseiros:,Freios Dianteiros:,Freios Traseiros:,Suspensão Dianteira:,Elemento Elástico da Suspensão:,Suspensão Traseira:,Assistência de Direção:,Diâmetro Mínimo de Giro:,Altura:,Bitola Dianteira:,Bitola Traseira:,Comprimento:,Distância entre Eixos:,Largura:,Peso:,Porta-Malas:,Tanque de Combustível:,Área Frontal:,Área Frontal Corrigida:,Coeficiente de Arrasto:,url,id,Plataforma:,Rotação de Potência Máxima:,Rotação de Torque Máximo:,Código do Câmbio:,Diâmetro de Giro:,Vão Livre do Solo:,Carga Útil:,Acionamento do Comando:,Observações:,Consumo Rodoviário (Diesel):,Consumo Urbano (Diesel):,Autonomia Rodoviária (Diesel):,Autonomia Urbana (Diesel):,Código do Motor:,Rotação Máxima:,Ângulo Central:,Ângulo de Entrada:,Ângulo de Saída:,Reboque com Freio:,Reboque sem Freio:,Geração:,Série:,Cilindrada unitária:,Tuchos:,Pneu Estepe:,Altura mínima do solo:,Autonomia:,Capacidade de Bateria:,Consumo Elétrico:,Potência:,Potência Combinada:,Torque:,Torque Combinado:,Autonomia Elétrica:,Velocidade Máxima (Modo Elétrico):,Consumo Rodoviário:,Consumo Urbano:,Autonomia Rodoviária:,Autonomia Urbana:,Porta-Malas (5 Lugares):,Porta-Malas (7 Lugares):,Consumo Rodoviário (Álcool):,Consumo Urbano (Álcool):,Autonomia Rodoviária (Álcool):,Autonomia Urbana (Álcool):,Frenagem 0-100 km/h:,Rampa Máxima:,Travessia de Água:,Potência de recarga:,Porta-Malas (6 Lugares):,Inclinação Lateral Máxima:,Viscosidade do óleo:
406,Bmw,X7,X7 M60i 4.4 V8,2024,Gasolina,Híbrido leve,SUV,2 anos,6,4,Grande,Importado,R$ 1.043.152 (09/2024),Injeção direta,Turbocompressor,4395 cm³,8 em V,Duplo no cabeçote,"88,3 mm",89 mm,Longitudinal,Dianteiro,"4,91 kg/cv","34,0 kg/kgfm","120,6 cv/litro",530 cv,"10,5:1","17,4 kgfm/litro","76,5 kgfm",4,Admissão e escape,"4,7 s",250 km/h,"7,7 km/l","6,3 km/l",639 km,523 km,Conversor de torque,Automático,8,Integral permanente,110 mm,275/40 R22,315/35 R22,Disco ventilado,Disco ventilado,"Indep., braços sobrepostos",Mola pneumática,"Indep., multibraço",Elétrica,,1835 mm,1682 mm,1703 mm,5181 mm,3105 mm,2000 mm,2600 kg,,83 litros,3 m²,"1,020 m²","0,34",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,CLAR,5500 rpm,1800 rpm,ZF 8HP,"12,4 m",,755 kg,Corrente,,,,,,N63B44TU,,"19,8 graus",25 graus,"22,2 graus",3500 kg,750 kg,1,G07,549 cm³,Hidráulicos,,221 mm,,,,12 cv,,"20,4 kgfm",,,,,,,,750 litros,,,,,,,,,,326 litros,,
407,Bmw,320i,320i Sport GP 2.0,2021,Flex,Combustão,Sedã,2 anos,5,4,Médio,Nacional,R$ 211.581 (09/2024),Injeção direta,Turbocompressor,1998 cm³,4 em linha,"Duplo no cabeçote, corrente","94,6 mm",82 mm,Longitudinal,Dianteiro,"7,9 kg/cv","47,7 kg/kgfm","92,1 cv/litro",184 cv (A) 184 cv (G) a 5000 rpm,11:1,"15,3 kgfm/litro","30,6 kgfm (A) 30,6 kgfm (G) a 1350 rpm",4,Admissão e escape,"7,1 s",235 km/h,"12,8 km/l","9,8 km/l",755 km,578 km,Conversor de torque,Automático,8,Traseira,101 mm,225/45 R18,225/45 R18,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"11,4 m",1435 mm,1589 mm,1604 mm,4709 mm,2851 mm,1827 mm,1460 kg,365 litros,59 litros,"2,22 m²","0,555 m²","0,25",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,CLAR,,,ZF 8HP,,136 mm,590 kg,,,,,,,B42T20O1,6800 rpm,,,,1600 kg,750 kg,7,G20,,,,,,,,,,,,,,,,,,,,"8,8 km/l","6,7 km/l",519 km,395 km,,,,,,,
408,Bmw,320i,320i M Sport 2.0,2021,Flex,Combustão,Sedã,2 anos,5,4,Médio,Nacional,R$ 230.848 (09/2024),Injeção direta,Turbocompressor,1998 cm³,4 em linha,"Duplo no cabeçote, corrente","94,6 mm",82 mm,Longitudinal,Dianteiro,"7,9 kg/cv","47,7 kg/kgfm","92,1 cv/litro",184 cv (A) 184 cv (G) a 5000 rpm,11:1,"15,3 kgfm/litro","30,6 kgfm (A) 30,6 kgfm (G) a 1350 rpm",4,Admissão e escape,"7,1 s",235 km/h,"12,8 km/l","9,8 km/l",755 km,578 km,Conversor de torque,Automático,8,Traseira,89 mm,225/40 R19,255/35 R19,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"11,4 m",1435 mm,1589 mm,1604 mm,4709 mm,2851 mm,1827 mm,1460 kg,365 litros,59 litros,"2,22 m²","0,555 m²","0,25",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,CLAR,,,ZF 8HP,,136 mm,590 kg,,,,,,,B42T20O1,6800 rpm,,,,1600 kg,750 kg,7,G20,,,,,,,,,,,,,,,,,,,,"8,8 km/l","6,7 km/l",519 km,395 km,,,,,,,
409,Bmw,330e,330e M Sport 2.0,2023,Eletricidade/gasolina,Híbrido plug-in,Sedã,2 anos,5,4,Médio,Importado,R$ 342.511 (09/2024),Injeção direta,Turbocompressor,1998 cm³,4 em linha,Duplo no cabeçote,"94,6 mm",82 mm,Longitudinal,Dianteiro,"9,46 kg/cv","56,9 kg/kgfm","92,1 cv/litro",184 cv,"10,2:1","15,3 kgfm/litro","30,6 kgfm",4,Admissão e escape,"5,9 s",230 km/h,,,,,Conversor de torque,Automático,8,Traseira,89 mm,225/40 R19,255/35 R19,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,,1444 mm,1573 mm,1569 mm,4709 mm,2851 mm,1827 mm,1740 kg,375 litros,40 litros,"2,22 m²","0,599 m²","0,27",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,CLAR,5000 rpm,1350 rpm,ZF 8HP,"11,4 m",,525 kg,Corrente,,,,,,B48B20,,,,,750 kg,750 kg,7,G20,500 cm³,Hidráulicos,Kit de reparo e enchimento,147 mm,,12 kWh,"15,1 kWh/100 km",113 cv,292 cv,27 kgfm,"42,8 kgfm",37 km,140 km/h,"11,2 km/l","9,5 km/l",448 km,380 km,,,,,,,,,,,,,
410,Bmw,530e,530e M Sport Dark Edition 2.0,2023,Eletricidade/gasolina,Híbrido plug-in,Sedã,2 anos,5,4,Grande,Importado,R$ 365.363 (09/2024),Injeção direta,Turbocompressor,1998 cm³,4 em linha,Duplo no cabeçote,"94,6 mm",82 mm,Longitudinal,Dianteiro,"9,97 kg/cv","60,0 kg/kgfm","92,1 cv/litro",184 cv,11:1,"15,3 kgfm/litro","30,6 kgfm",4,Admissão e escape,"5,9 s",235 km/h,,,,,Conversor de torque,Automático,8,Traseira,96 mm,245/40 R19,275/35 R19,Disco ventilado,Disco ventilado,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",Elétrica,,1483 mm,1604 mm,1631 mm,4963 mm,2975 mm,1868 mm,1835 kg,410 litros,46 litros,"2,35 m²","0,588 m²","0,25",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,CLAR,5000 rpm,1350 rpm,ZF 8HP,12 m,,650 kg,Corrente,,,,,,B48B20,6800 rpm,,,,,,7,G30,500 cm³,Hidráulicos,Kit de reparo e enchimento,150 mm,,12 kWh,,109 cv,292 cv,27 kgfm,"42,8 kgfm",37 km,,"11,4 km/l","10,1 km/l",524 km,465 km,,,,,,,,,,,,,
411,Bmw,530e,530e M Sport 2.0,2023,Eletricidade/gasolina,Híbrido plug-in,Sedã,2 anos,5,4,Grande,Importado,R$ 365.363 (09/2024),Injeção direta,Turbocompressor,1998 cm³,4 em linha,Duplo no cabeçote,"94,6 mm",82 mm,Longitudinal,Dianteiro,"9,97 kg/cv","60,0 kg/kgfm","92,1 cv/litro",184 cv,11:1,"15,3 kgfm/litro","30,6 kgfm",4,Admissão e escape,"5,9 s",235 km/h,,,,,Conversor de torque,Automático,8,Traseira,96 mm,245/40 R19,275/35 R19,Disco ventilado,Disco ventilado,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",Elétrica,,1483 mm,1604 mm,1631 mm,4963 mm,2975 mm,1868 mm,1835 kg,410 litros,46 litros,"2,35 m²","0,588 m²","0,25",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,CLAR,5000 rpm,1350 rpm,ZF 8HP,12 m,,650 kg,Corrente,,,,,,B48B20,6800 rpm,,,,,,7,G30,500 cm³,Hidráulicos,Kit de reparo e enchimento,150 mm,,12 kWh,,109 cv,292 cv,27 kgfm,"42,8 kgfm",37 km,,"11,4 km/l","10,1 km/l",524 km,465 km,,,,,,,,,,,,,
412,Bmw,530e,530e Luxury 2.0,2023,Eletricidade/gasolina,Híbrido plug-in,Sedã,2 anos,5,4,Grande,Importado,R$ 360.750 (09/2024),Injeção direta,Turbocompressor,1998 cm³,4 em linha,Duplo no cabeçote,"94,6 mm",82 mm,Longitudinal,Dianteiro,"9,97 kg/cv","60,0 kg/kgfm","92,1 cv/litro",184 cv,11:1,"15,3 kgfm/litro","30,6 kgfm",4,Admissão e escape,"5,9 s",235 km/h,,,,,Conversor de torque,Automático,8,Traseira,96 mm,245/40 R19,275/35 R19,Disco ventilado,Disco ventilado,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",Elétrica,,1483 mm,1604 mm,1631 mm,4963 mm,2975 mm,1868 mm,1835 kg,410 litros,46 litros,"2,35 m²","0,588 m²","0,25",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,CLAR,5000 rpm,1350 rpm,ZF 8HP,12 m,,650 kg,Corrente,,,,,,B48B20,6800 rpm,,,,,,7,G30,500 cm³,Hidráulicos,Kit de reparo e enchimento,150 mm,,12 kWh,,109 cv,292 cv,27 kgfm,"42,8 kgfm",37 km,,"11,4 km/l","10,1 km/l",524 km,465 km,,,,,,,,,,,,,
413,Bmw,M3,M3 Competition 50 Years 3.0,2023,Gasolina,Combustão,Sedã,2 anos,5,4,Médio,Importado,R$ 668.830 (09/2024),Injeção direta,Turbocompressor,2993 cm³,6 em linha,Duplo no cabeçote,90 mm,84 mm,Longitudinal,Dianteiro,"3,39 kg/cv","26,1 kg/kgfm","170,4 cv/litro",510 cv,"9,3:1","22,2 kgfm/litro","66,3 kgfm",4,Admissão e escape,"3,9 s",290 km/h,"9,4 km/l","7,3 km/l",555 km,431 km,Conversor de torque,Automático,8,Traseira,100 mm,275/40 R18,285/35 R19,Disco ventilado,Disco ventilado,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",Elétrica,,1433 mm,1617 mm,1605 mm,4794 mm,2857 mm,1903 mm,1730 kg,480 litros,59 litros,"2,34 m²","0,772 m²","0,33",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,,6250 rpm,2750 rpm,ZF 8HP,"12,2 m",,480 kg,Corrente,,,,,,S58D30,7200 rpm,,,,,,6,G80,499 cm³,Hidráulicos,Kit de reparo e enchimento,120 mm,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Bmw,M3,M3 Competition 3.0,2023,Gasolina,Combustão,Sedã,2 anos,5,4,Médio,Importado,R$ 668.830 (09/2024),Injeção direta,Turbocompressor,2993 cm³,6 em linha,Duplo no cabeçote,90 mm,84 mm,Longitudinal,Dianteiro,"3,39 kg/cv","26,1 kg/kgfm","170,4 cv/litro",510 cv,"9,3:1","22,2 kgfm/litro","66,3 kgfm",4,Admissão e escape,"3,9 s",290 km/h,"9,4 km/l","7,3 km/l",555 km,431 km,Conversor de torque,Automático,8,Traseira,100 mm,275/40 R18,285/35 R19,Disco ventilado,Disco ventilado,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",Elétrica,,1433 mm,1617 mm,1605 mm,4794 mm,2857 mm,1903 mm,1730 kg,480 litros,59 litros,"2,34 m²","0,772 m²","0,33",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,,6250 rpm,2750 rpm,ZF 8HP,"12,2 m",,480 kg,Corrente,,,,,,S58D30,7200 rpm,,,,,,6,G80,499 cm³,Hidráulicos,Kit de reparo e enchimento,120 mm,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Bmw,X1,X1 sDrive20i X-Line 2.0,2023,Gasolina,Híbrido leve,SUV,2 anos,5,4,Compacto,Importado,R$ 300.179 (09/2024),Injeção direta,Turbocompressor,1998 cm³,4 em linha,Duplo no cabeçote,"94,6 mm",82 mm,Transversal,Dianteiro,"8,33 kg/cv","52,1 kg/kgfm","102,1 cv/litro",204 cv,11:1,"16,3 kgfm/litro","32,6 kgfm",4,Admissão e escape,"7,6 s",236 km/h,13 km/l,"10,7 km/l",585 km,481 km,Embreagem dupla banhada a óleo,Automatizado,7,Dianteira,110 mm,245/45 R19,245/45 R19,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,,1642 mm,1592 mm,1593 mm,4500 mm,2692 mm,1845 mm,1700 kg,476 litros,45 litros,"2,58 m²","0,671 m²","0,26",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,UKL2,5000 rpm,1500 rpm,,"11,7 m",,565 kg,Corrente,,,,,,B48A20M0,,,,,1800 kg,750 kg,3,U11,500 cm³,Hidráulicos,135/80 R17,205 mm,,"0,96 kWh",,19 cv,218 cv,"5,6 kgfm","36,7 kgfm",,,,,,,,,,,,,,,,,,,
416,Bmw,X1,X1 sDrive20i M Sport 2.0,2023,Gasolina,Híbrido leve,SUV,2 anos,5,4,Compacto,Importado,R$ 320.705 (09/2024),Injeção direta,Turbocompressor,1998 cm³,4 em linha,Duplo no cabeçote,"94,6 mm",82 mm,Transversal,Dianteiro,"8,33 kg/cv","52,1 kg/kgfm","102,1 cv/litro",204 cv,11:1,"16,3 kgfm/litro","32,6 kgfm",4,Admissão e escape,"7,6 s",236 km/h,"12,9 km/l","10,6 km/l",581 km,477 km,Embreagem dupla banhada a óleo,Automatizado,7,Dianteira,98 mm,245/40 R20,245/40 R20,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,,1642 mm,1592 mm,1593 mm,4500 mm,2692 mm,1845 mm,1700 kg,476 litros,45 litros,"2,58 m²","0,671 m²","0,26",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,UKL2,5000 rpm,1500 rpm,,"11,7 m",,565 kg,Corrente,,,,,,B48A20M0,,,,,1800 kg,750 kg,3,U11,500 cm³,Hidráulicos,135/80 R17,205 mm,,"0,96 kWh",,19 cv,218 cv,"5,6 kgfm","36,7 kgfm",,,,,,,,,,,,,,,,,,,
417,Bmw,X1,X1 sDrive18i 1.5,2023,Gasolina,Híbrido leve,SUV,2 anos,5,4,Compacto,Importado,R$ 261.275 (09/2024),Injeção direta,Turbocompressor,1499 cm³,3 em linha,Duplo no cabeçote,"94,6 mm",82 mm,Transversal,Dianteiro,"10,42 kg/cv","66,3 kg/kgfm","104,1 cv/litro",156 cv,"11,1:1","16,3 kgfm/litro","24,5 kgfm",4,Admissão e escape,"8,3 s",216 km/h,"13,5 km/l","11,4 km/l",608 km,513 km,Embreagem dupla banhada a óleo,Automatizado,7,Dianteira,113 mm,225/50 R18,225/50 R18,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,,1642 mm,1592 mm,1593 mm,4500 mm,2692 mm,1845 mm,1625 kg,476 litros,45 litros,"2,58 m²","0,671 m²","0,26",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,UKL2,4700 rpm,1500 rpm,,"11,7 m",,570 kg,Corrente,,,,,,B38A15,6500 rpm,,,,1800 kg,750 kg,3,U11,500 cm³,Hidráulicos,135/80 R17,205 mm,,"0,96 kWh",,19 cv,170 cv,"5,6 kgfm","28,5 kgfm",,,,,,,,,,,,,,,,,,,
418,Bmw,X3,X3 xDrive30e X-Line 2.0,2023,Eletricidade/gasolina,Híbrido plug-in,SUV,2 anos,5,4,Médio,Importado,R$ 362.194 (09/2024),Injeção direta,Turbocompressor,1998 cm³,4 em linha,Duplo no cabeçote,"94,6 mm",82 mm,Longitudinal,Dianteiro,"10,82 kg/cv","65,0 kg/kgfm","92,1 cv/litro",184 cv,11:1,"15,3 kgfm/litro","30,6 kgfm",4,Admissão e escape,"6,1 s",210 km/h,,,,,Conversor de torque,Automático,8,Integral sob demanda,110 mm,245/45 R20,275/40 R20,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,,1676 mm,1620 mm,1636 mm,4708 mm,2864 mm,1891 mm,1990 kg,450 litros,50 litros,"2,65 m²","0,848 m²","0,32",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,CLAR,5000 rpm,1350 rpm,ZF 8HP,12 m,,630 kg,Corrente,,,,,,B48B20,6800 rpm,20 graus,"25,6 graus","22,8 graus",2000 kg,750 kg,3,G01,500 cm³,Hidráulicos,Kit de reparo e enchimento,204 mm,,12 kWh,"17,2 kWh/100 km",109 cv,292 cv,"10,7 kgfm","42,8 kgfm",31 km,135 km/h,"9,6 km/l","8,1 km/l",480 km,405 km,,,,,,,,,,,,,
419,Bmw,X4,X4 M40i 3.0,2023,Gasolina,Combustão,SUV,2 anos,5,4,Médio,Nacional,R$ 501.292 (09/2024),Injeção direta,Turbocompressor,2998 cm³,6 em linha,Duplo no cabeçote,"94,6 mm",82 mm,Longitudinal,Dianteiro,"4,72 kg/cv","35,8 kg/kgfm","129,1 cv/litro",387 cv,11:1,"17,0 kgfm/litro",51 kgfm,4,Admissão e escape,"4,5 s",250 km/h,"9,6 km/l","7,8 km/l",624 km,507 km,Conversor de torque,Automático,8,Integral sob demanda,96 mm,245/40 R21,275/35 R21,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,,1621 mm,1615 mm,1624 mm,4752 mm,2864 mm,1938 mm,1825 kg,525 litros,65 litros,"2,59 m²","0,777 m²","0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,CLAR,5500 rpm,1520 rpm,ZF 8HP,"12,1 m",,605 kg,Corrente,,,,,,B58B30,6500 rpm,20 graus,25 graus,"21,9 graus",2000 kg,750 kg,2,G02,500 cm³,Hidráulicos,,204 mm,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Bmw,X5,X5 xDrive45e M Sport 3.0,2023,Eletricidade/gasolina,Híbrido plug-in,SUV,2 anos,5,4,Grande,Importado,R$ 566.878 (09/2024),Injeção direta,Turbocompressor,2998 cm³,6 em linha,Duplo no cabeçote,"94,6 mm",82 mm,Longitudinal,Dianteiro,"8,51 kg/cv","53,1 kg/kgfm","95,4 cv/litro",286 cv,11:1,"15,3 kgfm/litro","45,9 kgfm",4,Admissão e escape,"5,6 s",235 km/h,,,,,Conversor de torque,Automático,8,Integral sob demanda,126 mm,275/40 R21,315/40 R21,Disco ventilado,Disco ventilado,"Indep., braços sobrepostos",Mola pneumática,"Indep., multibraço",Elétrica,,1745 mm,1678 mm,1698 mm,4922 mm,2975 mm,2004 mm,2435 kg,500 litros,69 litros,"2,9 m²","0,957 m²","0,33",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,CLAR,5000 rpm,1500 rpm,ZF 8HP,"12,6 m",,715 kg,Corrente,,,,,,,,"20,2 graus","25,2 graus","22,3 graus",2700 kg,750 kg,4,G05,500 cm³,Hidráulicos,Kit de reparo e enchimento,214 mm,,24 kWh,"23,5 kWh/100 km",113 cv,394 cv,27 kgfm,"61,2 kgfm",54 km,135 km/h,"8,7 km/l","7,6 km/l",600 km,524 km,,,,,,,,,,,,,
421,Bmw,X6,X6 M Competition 50 Years 4.4 V8,2023,Gasolina,Combustão,SUV,2 anos,5,4,Grande,Importado,R$ 919.662 (09/2024),Injeção direta,Turbocompressor,4395 cm³,8 em V,Duplo no cabeçote,"88,3 mm",89 mm,Longitudinal,Dianteiro,"3,71 kg/cv","30,3 kg/kgfm","142,2 cv/litro",625 cv,10:1,"17,4 kgfm/litro","76,5 kgfm",4,Admissão e escape,"3,8 s",290 km/h,"7,3 km/l","5,9 km/l",606 km,490 km,Conversor de torque,Automático,8,Integral permanente,95 mm,295/35 R21,315/30 R22,Disco ventilado,Disco ventilado,"Indep., braços sobrepostos",Mola pneumática,"Indep., multibraço",Elétrica,,1693 mm,1699 mm,1688 mm,4941 mm,2972 mm,2019 mm,2320 kg,580 litros,83 litros,"2,89 m²","1,069 m²","0,37",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,CLAR,6000 rpm,1800 rpm,ZF 8HP,"12,9 m",,680 kg,Corrente,,,,,,S63B44,7000 rpm,"17,9 graus","25,1 graus","21,7 graus",3000 kg,750 kg,3,F96,549 cm³,Hidráulicos,Kit de reparo e enchimento,213 mm,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Bmw,X6,X6 M Competition 4.4 V8,2023,Gasolina,Combustão,SUV,2 anos,5,4,Grande,Importado,R$ 919.662 (09/2024),Injeção direta,Turbocompressor,4395 cm³,8 em V,Duplo no cabeçote,"88,3 mm",89 mm,Longitudinal,Dianteiro,"3,71 kg/cv","30,3 kg/kgfm","142,2 cv/litro",625 cv,10:1,"17,4 kgfm/litro","76,5 kgfm",4,Admissão e escape,"3,8 s",290 km/h,"7,3 km/l","5,9 km/l",606 km,490 km,Conversor de torque,Automático,8,Integral permanente,95 mm,295/35 R21,315/30 R22,Disco ventilado,Disco ventilado,"Indep., braços sobrepostos",Mola pneumática,"Indep., multibraço",Elétrica,,1693 mm,1699 mm,1688 mm,4941 mm,2972 mm,2019 mm,2320 kg,580 litros,83 litros,"2,89 m²","1,069 m²","0,37",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,CLAR,6000 rpm,1800 rpm,ZF 8HP,"12,9 m",,680 kg,Corrente,,,,,,S63B44,7000 rpm,"17,9 graus","25,1 graus","21,7 graus",3000 kg,750 kg,3,F96,549 cm³,Hidráulicos,Kit de reparo e enchimento,213 mm,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Bmw,330e,330e M Sport 2.0,2022,Gasolina/eletricidade,Híbrido plug-in,Sedã,2 anos,5,4,Médio,Importado,R$ 357.936 (09/2024),Injeção direta,Turbocompressor,1998 cm³,4 em linha,Duplo no cabeçote,"94,6 mm",82 mm,Longitudinal,Dianteiro,"9,5 kg/cv","56,9 kg/kgfm","92,1 cv/litro",184 cv,"10,2:1","15,3 kgfm/litro","30,6 kgfm",4,Admissão e escape,"5,9 s",230 km/h,,,,,Conversor de torque,Automático,8,Traseira,89 mm,225/40 R19,255/35 R19,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Eletro-hidráulica,,1444 mm,1573 mm,1569 mm,4709 mm,2851 mm,1827 mm,1740 kg,375 litros,40 litros,"2,22 m²","0,599 m²","0,27",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,CLAR,5000 rpm,1350 rpm,ZF 8HP,"11,4 m",147 mm,525 kg,Corrente,,,,,,B48B20,,,,,750 kg,750 kg,7,G20,,Hidráulicos,Kit de reparo e enchimento,,,12 kWh,"15,1 kWh/100 km",113 cv,292 cv,27 kgfm,"42,8 kgfm",66 km,140 km/h,"24,6 km/l","21,7 km/l",984 km,868 km,,,,,,,,,,,,,
424,Bmw,330e,330e M Sport 2.0,2022,Híbrido,Híbrido Plug-in,Sedã,2 anos,5,4,Médio,Importado,R$ 357.936 (09/2024),Injeção direta,Turbocompressor,1998 cm³,4 em linha,Duplo no cabeçote,"94,6 mm",82 mm,Longitudinal,Dianteiro,"9,5 kg/cv","56,9 kg/kgfm","92,1 cv/litro",184 cv a 5000 rpm,"10,2:1","15,3 kgfm/litro","30,6 kgfm",4,Admissão e escape,"5,9 s",230 km/h,,,,,Conversor de torque,Automático,8,Traseira,89 mm,225/40 R19,255/35 R19,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Eletro-hidráulica,,1444 mm,1573 mm,1569 mm,mm,2851 mm,1827 mm,kg,375 litros,40 litros,"2,22 m²","0,599 m²","0,27",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,CLAR,5000 rpm,1350 rpm,ZF 8HP,"11,4 m",147 mm,525 kg,Corrente,,,,,,B48B20,,,,,750 kg,750 kg,7,G20,,Hidráulicos,,,,12 kWh,"15,1 kWh/100 km",113 cv,292 cv,27 kgfm,select * from carros_ficha_tecnica where id_carro in (select id_carro from carros where combustivel=,66 km,140 km/h,"26,8 km/l","23,8 km/l",1072 km,952 km,,,,,,,,,,,,,
425,Bmw,340i,340i M xDrive 3.0,2022,Gasolina,Combustão,Sedã,2 anos,5,4,Médio,Importado,R$ 377.478 (09/2024),Injeção direta,Turbocompressor,2998 cm³,6 em linha,Duplo no cabeçote,"94,6 mm",82 mm,Longitudinal,Dianteiro,"4,3 kg/cv","32,7 kg/kgfm","129,1 cv/litro",387 cv a 5800 rpm,"10,2:1","17,0 kgfm/litro",51 kgfm,4,Admissão e escape,"4,4 s",250 km/h,11 km/l,7 km/l,649 km,413 km,Conversor de torque,Automático,8,Integral permanente,89 mm,225/40 R19,255/35 R19,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Eletro-hidráulica,,1440 mm,1583 mm,1567 mm,mm,2851 mm,1827 mm,kg,365 litros,59 litros,"2,22 m²","0,599 m²","0,27",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,CLAR,5800 rpm,1800 rpm,ZF 8HP,12 m,130 mm,575 kg,Corrente,,,,,,B58B30,6500 rpm,,,,1800 kg,750 kg,7,G20,,Hidráulicos,Kit de reparo e enchimento,,,,,,,,,,,,,,,,,,,,,,,,,,,
